corId,corpus
3153,Teachers must be trained in the use of the  new technology so that their students can benefit.
3154,Award-winning Maida Stewart is one of the Australian artists whose -- paintings are currently on display in the Dots exhibition at Pace Gallery.
3155,"As an administrative assistant, you are responsible for ordering office supplies such as pens, papers, ink cartridges, and staplers."
3156,You will report directly to the project manager and you will be responsible for overseeing the work of engineers and designers.
3157,The event was well publicized and covered by numerous media including television stations and newspapers across the country.
3158,All visitors to the main office are required to present their identification cards to the security guard when entering the building.
3159,"In , Italian fashion designer Valentino Garavani announced his retirement after 45 years in the fashion business."
3160,"Our monthly production capability is expected to grow significantly, owing to the expansion of our own factories in China."
3161,Coles Online Delivery is a new service enabling customers to order their groceries on the Internet.
3162,"For your reference, we have enclosed a copy of the renewal notification which will be sent to subscribers."
3163,The board of directors on December 20 approved the annual budget which won't be official until signed by President John Wei.
3164,"Although Mega Foods imports only one kind of cheese now, the company will be importing a total of five varieties by next year."
3165,Technological progress is making it possible to produce goods more efficiently with less labor input.
3166,The university's Career Services Center can assist students in finding part-time work and the jobs available are posted beside the entrance to the office.
3167,"After carefully reviewing a number of job applications, we are pleased to offer you the marketing director position."
3168,You will be required to show valid identification prior to processing a refund request without a receipt.
3169,"If you are planning to install the machine by yourself, then we recommend that you visit one of our authorized dealers that can give you additional installation assistance."
3170,"In preparation for the quarterly sales meeting, please print out the latest sales figures for Mr. Cho and mail it to him ."
3171,"With the signing of the enclosed contract, we would like to welcome you as a supplier to our company."
3172,Lawmakers must quickly find a way to cut another 11 million dollars from this year's budget to fix the error.
3173,The Super Tip toothbrush was specially designed to remove bacterial plaque while effectively cleaning all surfaces of the teeth.
3174,"In order to reduce costs, Busan Consulting's economical use of office space and equipment has been adopted by many local businesses."
3175,The manager has asked Mr. Lim to submit his final report on the sales of the new washing machine by April 30th.
3176,The Perfect Pet Parlor is a chain of stores selling a large selection of pet food and pet accessories at a reasonable price with excellent sales support.
3177,"Since Mr. Kane is on vacation until next week, all product inquiries should be made to Mr. Park in the customer service department."
3178,"No direct flights are available from Atlanta to Calgary International Airport, although major airlines offer good connections through Chicago, Denver or Houston."
3179,"Thanks to careful planning , the installation of the new equipment did not disrupt or affect the plant's activities."
3180,The members meet once a week to discuss the next steps to be taken in achieving their objective.
3181,"Anyone who has questions regarding the hospital bill, pricing information or insurance coverage can contact our customer service representative."
3182,"The display is for paper size selection, and shows the paper sizes that are currently loaded in the copier."
3183,"Snacks and soft drinks will be served, but participants can bring whatever they like on the hiking trip."
3184,Current uniforms must always be worn while on duty and should be kept well maintained.
3185,Only full-time employees and their family members are entitled to use the company facilities such as the company gymnasium for free.
3186,"As a local business association member, you may advertise on our website free of charge, for employment, or items for sale."
3187,"The new SM-8 model is perfectly suited for transporting four adults; however, like most sedans, the rear seat is a bit narrow for three adults."
3188,The invoice that was received two days ago is inaccurate and a new one must be requested.
3189,"Unless specified otherwise , contractors will be responsible for obtaining all necessary safety certification and permits applicable to their scope of work."
3190,Any concerns regarding your natural gas appliances should be directed to the manufacturer-retailer from which you purchased the natural gas appliance.
3191,The use of the brightest possible lighting in the laboratory has been beneficial to the research conducted by the botanists employed there.
3192,Either Mr. Fowler or Ms. Bloch will have to travel to London for the symposium on textile manufacturing.
3193,Andrew Hartwell is highly regarded by his employees because of his dedication and experience.
3194,All future team meetings will be held in room  at noon on the first Wednesday of every month.
3195,"In a television interview, the Traxton Ltd. CEO said that details of the merger with Bell Corporation would be announced soon."
3196,Ms. Fenwick not only composed the report but produced the visual aids which were so useful during the meeting.
3197,The decline in sales was probably due to the lack of innovation in the ideas of the marketing team.
3198,The webpage for each course must be ready before the students start their classes on January 7th.
3199,"Once you have detected a fatal virus on your computer, common sense indicates that you should have your hard drive reformatted by skilled professionals."
3200,Rosewater Medical Center employs healthcare professionals affiliated with Huron University.
3201,Mr. Lloyd has approved a proposal for the construction of a new research facility on the other side of the city.
3202,All members of the staff will be rewarded with a bonus and two extra vacation days.
3203,"Following the bankruptcy of Transcontinental Airlines, other airlines have noticed an increased use of connecting flights."
3204,Ms. Crowe's replacement for the position of treasurer will be announced later this month.
3205,The chemistry lab managers are concerned that new employees have not been trained adequately in the latest emergency procedures.
3206,Perry and Monroe Inc. is one of the leading companies in the field of environmentally-friendly household appliances.
3207,"After twenty-three years of service , Jeffrey Bartlett is retiring from his position as chief accounting officer."
3208,Our marketing teams attend conferences regularly to learn new methods and strategies in their field.
3209,"Because of their size, few of our plumbing fixtures are suitable for indoor use."
3210,"The journal is published every four months, and officially available to other member societies under agreement of payment and publication."
3211,"When oil spills do occur as a result of accidents, a single incident has the potential to affect very large areas of sea and lengths of coast."
3212,Arcadia Homes is known for its commitment to provide customers with quality furniture at competitive prices.
3213,Much of this year's profits will be used for renovation of the textile plant.
3214,Everett-Buchanan Industries' research project on the newest drug to combat stomach infections recently received a grant from the National Gastrointestinal Medical Research Foundation.
3215,"The main artists whose paintings are being sold at the Garrett Gallery are Elaine Crick, Jason Chambers and Sylvia Webb."
3216,The overall satisfaction of participants with the workshop is often based on seemingly unimportant details such as the ability to park close to the training facility.
3217,"Because of the increase in tourism during the winter months, the Ebony Palms Hotel and Resort plans to recruit additional staff for the next three months."
3218,Employees who meet their quotas by the last week of the month can expect bonuses.
3219,"Even though construction was interrupted by unexpected electrical storms, the new office building was still finished in a timely manner."
3220,The research teams of Tyrell Telecommunications Inc. possess extensive knowledge of many of the products put forth by the competition.
3221,Innovations in the electronic equipment used in hospitals have enabled doctors to diagnose illnesses and disorders more quickly and more accurately.
3222,Mr. Corbett mentioned at last week's meeting the difference in finances this year compared to the comparable quarter last year.
3223,"Since research has shown shifting trends in fashion, the marketing team is looking at new approaches in advertising."
3224,Berwick Energy Corp. seeks to rely on specialists in the fields with which the company is most concerned.
3225,"As a protective measure, Cordell Financial Fund does not disclose information about its clients unless legally mandated to do so."
3226,"Since the connection between some new advances in technology and efficiency is tenuous, a little more research is requested."
3227,"When you catch a cold, be sure to eat plenty of kiwis and oranges, as they are both known to be abundant in vitamin C."
3228,"The board of directors' meeting was originally scheduled for September 4, but due to an unexpected visit from an important guest, it was postponed."
3229,Our store accepts not only major credit cards and checks but also online payments via our website.
3230,Dr. Longman will be on a business trip to an academic seminar until next Thursday.
3231,Nelly Graham is a qualified nurse who specializes in prenatal care.
3232,Fiscal matters should only be handled by the accounting department.
3233,The local labor office approved of our improved working safety standards.
3234,"For the past three years, the Greys have been donating regularly to charities."
3235,"Having accumulated many prestigious awards in numerous debate contests, Jenny is clearly a skilled debater."
3236,The province has permitted the construction of a new underground railway for people commuting to the downtown area.
3237,"We are sorry to inform our customers that because of an unexpected rainstorm, there will be at least five days' delays in our shipments."
3238,"Because Mr. Jackson's secretary was on sick leave, he had to schedule every meeting himself ."
3239,"The Alabama factory has become old and outdated, so management decided to modernize the facility ."
3240,Employees are required to submit a newly issued medical examination report to renew their employment insurance.
3241,Katherine had to leave work earlier than usual because her plans suddenly changed.
3242,Please remember to record the measurements accurately to ensure perfect tailoring.
3243,All members should report to the club president upon receiving their respective registration number to be recognized as a full member.
3244,Our company is currently recruiting interns interested in marketing pharmaceutical products.
3245,Brown Bakery aims to achieve at least a 30% increase in its sales profit with the launch of a new product.
3246,Ms. Mills was somewhat frustrated to hear that her stocks had fallen significantly.
3247,Those who have exceeded their personal sales records this quarter will be given a bonus.
3248,Wellington Beer's promotional event will focus specifically on its award-winning brewing methods.
3249,Hollycrest Middle School is rewarding Josephine Avery at the graduation ceremony for her efforts in helping improve the environment.
3250,"Of all fifteen overseas branches belonging to Summerton Automobiles, the one in India is doing best in terms of production."
3251,The results of a comprehensive medical examination on the subjects of experiment  were included in the package sent to Dr. Dalton.
3252,"Regular check-ups, if conducted by a qualified dentist, will ensure good oral hygiene."
3253,The Department of Treasury thinks it necessary to closely inspect the financial reports of banks to prevent further deterioration of the economy.
3254,The automated quality assurance system at Herrick Printers screens out defective products in its manufacturing process to ensure  customer satisfaction.
3255,"Antrix Cosmetics has announced that it will merge with Europe's largest cosmetic firm, Beau & Chic, which will change both companies' marketing strategies."
3256,Viva la Diva was voted the most popular perfume by teenagers in a recent survey conducted by Galaxy Publishers.
3257,"Aetna news agency will hold a charity ball to raise funds for its ongoing ""Save the Children"" campaign."
3258,"In addition to providing home care service to the physically handicapped, the local public health center holds annual campaigns on raising public awareness on the rights of the disabled."
3259,Regulations at J&P Computers stipulate that all employees put documents related to product prototypes into paper shredders to ensure the confidentiality of products in development.
3260,The traffic policy formulated by the city council to relieve traffic jams in the commercial district will be implemented as planned next month.
3261,Whether Senator Levin will join the newly formed political party or not is a hot topic enthusiastically debated among politicians.
3262,"Upon requesting a credit score, your results will be forwarded to the institutions you have selected as recipients."
3263,"According to a report published by the province, 3% of businesses are suffering from severe financial difficulties."
3264,Personal medical records are securely protected and accessible only to individuals with matching identification.
3265,Employees at Karma Airlines went on an all-out strike when they were notified of impending layoffs.
3266,The organizing committee of this year's conference is examining the feasibility of renting a large-sized sports arena.
3267,To fulfill our customers' needs and to increase our product quality we've bought a new cutting device.
3268,The CBC has new guidelines that require each employee to get a supervisor's permission before ordering any office supplies.
3269,"As the largest dealer in the state, Auto Fair maintains an impressive inventory of new vehicles for immediate delivery."
3270,Ami Natashi not only remained but received a promotion just two weeks after the company reduced its staff by 10 percent.
3271,The boarding pass is available from either the check-in counter or the selfservice machines.
3272,"In addition, the branch offices in Washington and Atlanta welcomed new interns last week."
3273,Unilever Inc. has announced a new strategy that places greater emphasis on customer satisfaction and product quality.
3274,Be sure to read and follow all the instructions contained in the manual and keep it in a safe place for future reference.
3275,"From winning an Olympic gold medal in  to becoming an NBA champion in , Kevin Garnett has shown himself to be one of the most talented players."
3276,"Mr. Ken, your customer service representative was very helpful in getting the best price for shipping my packages to Europe."
3277,"After 50 years in business, Quick Star Shipping still tries to provide on-time delivery service, which its customers can rely on."
3278,"As the holiday shopping season approaches, police ask shoppers to avoid leaving valuable items in vehicles."
3279,"DSC believes that we have a responsibility to our customers, to the communities where we work and where we do business."
3280,The new turbines of GE Energy are scheduled to be set up and commissioned between April and December next year.
3281,"This section of the handbook explains what you should do if there is an emergency with your water, gas or electricity supply."
3282,"To be considered for the position of marketing director, applicants must be creative and dynamic with a university degree in marketing or a related field."
3283,"Samsun Electronics has plans to launch 10 mobile phones in , confirming its plans to expand in the European market more aggressively."
3284,The coffee mugs given as gifts for those who donated $ or more to the Winter Fundraising Drive will be shipped early next week or perhaps sooner .
3285,"This booklet introduces you to a compact digital SLR camera, which is ideal for beginning photographers and amateurs."
3286,The Bridge Cinema De Lux has ushers who will escort patrons to their seats if necessary.
3287,"Efforts to sell government-owned corporations have been moderately successful so far, and the privatization effort is moving ahead."
3288,"There are many small Indian companies, with potential, which are eager to form partnerships with U.S. firms to jointly develop advanced technologies."
3289,"It is vital that each department work closely with the MIS department, which coordinates all corporate data."
3290,The FDA reviews the preclinical research data and then makes a decision as to whether to allow the clinical trials to proceed.
3291,"The Silo House Restaurant will also be open this weekend, but anyone wanting to eat there should make reservations to ensure a seat."
3292,"Residents of the city have access to the nearby mountains, creeks and beaches, as well as a wide range of educational and cultural facilities."
3293,"If, for any reason, you are not going to make your scheduled travel plans, please call us at ."
3294,"Wherever possible, avoid taking sleeping pills, which must only be used in particularly stressful situations or in connection with psychological or physical illnesses."
3295,"Because of his outstanding work, Mr. Tianfu Yang has been highly recommended for the position of marketing director by the board of directors."
3296,"Mr. Lim, the head of the union, was sent a letter last week that stated his contract with the company was terminated."
3297,"Because of the impending storm, the second meeting of the Christopher Dawson Society will be postponed until next Tuesday."
3298,The area surrounding the Lachine Canal in Montreal has the highest concentration of industrial buildings in the country.
3299,"At the time the Pinquip Company was founded, many political changes were taking place in the Philippines."
3300,"We ordered the new office equipment on Tuesday, but it was not delivered until the following Saturday."
3301,"If you would like to see how our products are made, we are happy to show you around our factory."
3302,"Unlike other equipment manufacturers, Orange Line provides unparalleled service and support through our teams who provide quick response services and repairs."
3303,"After all entries have been submitted, a panel of independent judges will choose the winning slogan based on originality."
3304,The seminar was especially useful for newly-appointed managers since it provided a number of essential guidelines and strategies.
3305,Mr. Sasaki in the personnel department has advised employees to become more familiar with company safety regulations.
3306,The system is currently under redevelopment and will be unavailable for the next few weeks.
3307,The train bound for Crawford will be suspended for three days to complete minor construction on its rails.
3308,Rosebush Stationery announced yesterday that it is anticipating at least a twenty percent growth in revenue with the launch of a new product line related to printing.
3309,The data Mr. Warren requested can be found at the Deleon Research Institute.
3310,Denver is a famous tourist destination and renowned for its cuisine and attractive scenery.
3311,All students are encouraged to attend the Halloween dance organized by the student council.
3312,Employees at Alembic Broadcasting regularly donate to local charities by hosting fundraising parties.
3313,You are to submit both your medical records and registration form to the administrative office.
3314,The Cahoon Daily is as widely read as The Cahoon Gazette in New Jersey.
3315,Blanchard's cars are popular among young people for their unique design.
3316,Boyden Investment's marketing director entrusted some of his employees with the task of surveying potential clients.
3317,"When the alarm rings in the hallway during a fire drill, everyone must evacuate according to the guidelines previously instructed."
3318,Consumers should check the specific instructions printed on the product before using it.
3319,The Bank of Gough expects that house prices will decrease with the increased supply of apartments.
3320,Printers & Technology collects and publishes information on the latest printing equipment from companies across North America.
3321,The organizing committee decided to allocate specific tasks to members to achieve its goals more effectively .
3322,All employees must keep a/an record of expenses made on business trips and report them back to the administration section.
3323,"Because this year's prize money is larger than that of last year's, the contest has become more competitive ."
3324,The tourist information center helps travelers easily locate famous landmarks.
3325,The new medicine developed by Crawson is the product of accumulated experience and hard work.
3326,"Because of the decrepit facilities, Tarara's factories frequently experience blackouts."
3327,"For optimal results, please be sure to follow the instructions written on the back of the product."
3328,"Mansfield Art Gallery is hosting a special exhibition dedicated to the late Craig Perkins, who painted with great precision and vivid colors."
3329,"The police performed a thorough examination, as the suspect's alibi was highly suspect."
3330,Students who submit field trip permission forms without a parent or guardian's signature will be excluded for the trip.
3331,The personnel department is currently considering three people from the marketing team for advancement to managerial positions.
3332,"The initial findings from the experiment seemed to confirm the hypothesis that the drug was effective, but later results proved otherwise."
3333,The new president of Wiota Computers is employing much bolder approaches to forming strategic partnerships with other companies than her predecessor.
3334,All employees are encouraged to notify the personnel department if they feel that they have been discriminated against by anyone else.
3335,Installing this software on your computer will allow you to operate other computers by remote control.
3336,Please be reminded that you need to save important files in your individual folder before exiting the office.
3337,An accurate analysis of surveys is imperative to building a good understanding of customer needs.
3338,Weidman Real Estate has recently completed an extensively detailed report on housing trends over the last ten years.
3339,"The Herrick Community Library decided to open a computer lab for public use in honor of Christina Eaton, who has served as a librarian there for more than 50 years."
3340,Some artifacts excavated in Asia are known to have been invented several hundred years ahead of similar ones in the West.
3341,Many people answered that they were unfamiliar with the use of electronic books on their questionnaires.
3342,Longwood Travel Agency is offering a special tour package filled with hiking courses in the northern area of Winn National Park for enthusiasts of hiking.
3343,Mr. Homes suggested that we request reference letters from applicants being considered for the new position.
3344,"In order to increase the productivity of the Winnipeg factory, management decided to implement a new manufacturing process."
3345,"Summerton Computers exceeded their sales quota this quarter, whereas Denver Electronics' sales profit dropped by more than 15 percent."
3346,Many economic studies predicted that a robust market will appear for environmentallyfriendly products within the next 10 years.
3347,We seek to hire employees who either have experience in the field or have completed an HVAC training course at an approved institution.
3348,The drive to lower costs and increase productivity on production lines is universal throughout the automotive industry.
3349,"Hyde Paints claims that with their new roller you will be able to spread paint more evenly , paint faster, and work more effectively."
3350,"Until Mr. Mato and Mrs. Kaori moved to the newly renovated offices on the second floor, both of them used temporary office space."
3351,Ms. Linda is scheduled to replace Mr. Kay as factory manager at the end of the year.
3352,All rooms at the hotel have been designed in a classical style that is both elegant and comfortable.
3353,The instructor was pleased to receive a positive response from the participants at the end of the course when they were asked their opinions of the overall quality and structure of the training.
3354,One of the responsibilities of the Parking Division of the Transportation Department is to enforce the state and municipal parking regulations.
3355,"After the company implemented the cleanup of the polluted river, the city government decided that no further penalty was necessary."
3356,AAS Executive Transportation is a premier limousine company serving the Houston metropolitan area.
3357,. The successful candidate will be able to work effectively on their own and as part of a team.
3358,"For the agreement to be valid , it is necessary to have a written document which explicitly lays down the terms."
3359,Alabama's death rate from all alcoholrelated causes has increased noticeably since  and is now 23 percent higher than the U.S. average rate.
3360,"Since he joined our company in , Mr. Ogawa has proven himself to be a very valuable employee."
3361,Dr. Takahashi is also an active researcher who integrates the latest advances into his patients' treatments.
3362,"In , Mr. Haist and Ms. White dissolved their partnership by mutual consent and Ms. White became a sole owner."
3363,Please submit the proposal according to the instructions provided and make sure it is delivered before the submission deadline.
3364,"As a leader in the area of computer security, IBM has made security standards the highest priority since its inception."
3365,Normally a person will regain consciousness between four and five days after a car accident.
3366,"Healthy Workplace Club would like to invite all employees, along with their families, to participate in the event this June."
3367,"Since the copy shop is located in the office building, it attracts many office workers."
3368,"In accordance with the municipal act, two members of the city council are appointed on a rotating basis for a oneyear term."
3369,Sending a letter of apology promptly after a customer complaint is a highly recommended practice.
3370,"The Korean Association of the Auto Industry, also known as KAAI, publishes a quarterly technical magazine."
3371,"If you have any questions about the regulations for filing taxes with the federal government, please contact your accountant first."
3372,All sales reports for the current year must be submitted by January 31 of the following year.
3373,"Mr. Zhou is our general engineer who is responsible for increasing productivity of the factory, developing new products and solving the problems occurring during production."
3374,Most students have logged in to check their grades immediately via the website instead of waiting for written notification.
3375,Please accept our sincere apologies for the recent disruption in telecom services in some parts of the country.
3376,"In addition, DRS has been redesigning its website to make it more consumerfriendly and useful."
3377,Elizabeth Farnsworth will lead a discussion with a diverse group of voters in Denver on their views of the upcoming presidential election.
3378,Natural Resources Canada provides a comprehensive list of vehicles ranked according to their fuel efficiency.
3379,We have absolute confidence in the product's ability to provide unrivaled protection in an exposed blast environment.
3380,"Although a number of studies have been conducted to examine the effectiveness of the anti drink-driving campaign, no consistent conclusion could be drawn."
3381,Please let our sales representative know whether you would prefer to receive your order by mail or courier if you need to get it earlier.
3382,"Under founder and chief executive officer Chip Mason, Legg Mason has acquired many successful fund management firms and usually operates them independently."
3383,Flat-panel LCD and plasma TVs have been highly reliable products that require few repairs during the first three years.
3384,The details of the project will be made public as soon as the final version has been agreed upon by the board.
3385,All chocolate-covered apples are individually wrapped and the entire gift basket is wrapped in a cellophane bag to ensure freshness during shipping.
3386,"Thanks to the widespread advances in production techniques, it has been possible for our plant in China to produce more durable trucks."
3387,Departmental restructuring will be discussed at the next monthly meeting.
3388,"To keep our park beautiful, please place your nonrecyclables in the available trash cans."
3389,Mr. Hardin requested additional images of the office building he is interested in leasing.
3390,A team of agricultural experts will be brought together to try to improve crop harvests.
3391,The board of Galaxipharm named Mr. Kwon's successor at yesterday's meeting.
3392,"If your parking permit is damaged, bring it to the entrance station for a replacement ."
3393,Mr. Ahmad decided to reserve a private room for the awards dinner in case the restaurant was noisy.
3394,Ms. Jones has provided a conservative estimate of the costs of expanding distribution statewide.
3395,"Each quarter, Acaba Exports sets realistic sales goals for its staff."
3396,Ms. Garcia was delighted to receive notification that her company soon will be featured in the In Town Times magazine.
3397,Children under five years of age are eligible for free vision tests.
3398,Drivers on the Parian Expressway are reminded to drive cautiously throughout July because of the ongoing construction work.
3399,The committee will resume its weekly meetings once Ms. Cheon returns from Scotland on September 17.
3400,The proposed initiative aims to provide public transportation for commuters living in the outer suburbs.
3401,"Yesterday's storm temporarily interrupted the services of the Duddula, Inc., satellite communications system."
3402,"Even though Cabrera Pictures and Marcella Images make very different films, both are successful movie studios."
3403,Delegation of tasks can make a manager's job easier and help other employees learn new skills.
3404,Proceeds from the sale of Delcrest Corporation were equally divided among the founder's three daughters.
3405,"Despite higher than average ticket prices, every performance of Aiden North's new play is sold out for the next six months."
3406,"Ricardo Sosa, the executive chef at Restaurant Ninal, responds to guests' suggestions respectfully ."
3407,"Mr. Koster is negotiating the scope of the new contract with Arban, Inc."
3408,The equipment-use guidelines can be found on our internal corporate Web site.
3409,Professor Han created spreadsheets to calculate the farm's irrigation needs precisely .
3410,"For hiring purposes, five years of professional experience is equivalent to having achieved certification."
3411,South Regent Aviation is adopting measures to reduce fuel expenses by lightening cargo loads.
3412,Perhaps the most challenging aspect of accepting a new position is negotiating a salary that is both fair and satisfying.
3413,"Complaints about its new line of kitchen appliances led Loxevo, Inc., to adopt higher standards for assessing quality."
3414,The chief engineer noted that constructing another bridge would be more economical than repairing the existing structure.
3415,Jansen Bus Company drivers are expected to complete regular trainings in addition to maintaining their state licenses.
3416,Ms. DeSoto had urged all employees to come to last week's budget meeting even though only officers were obligated to attend.
3417,The new interns have been very mindful of our parking regulations.
3418,"To help the arts center improve its programming, please indicate which aspect of the workshop was most informative ."
3419,Mr. Gupta explained the of benefits the upgraded customer database to the sales team.
3420,Buses leaving the city terminal were delayed due to icy conditions on the roads.
3421,"If you have recently purchased a digital camera and want to learn how to use it, this course is for you."
3422,The upcoming renovation of Tantino Airport will ease congestion and modernize guest accommodations.
3423,The study showed that customers aged 35 to 44 paid with a Sonoka credit card more frequently than customers in any other age-group.
3424,You need to submit a business plan before your loan application can be processed.
3425,The hotel's complimentary shuttle bus will take guests to Hong Kong's major landmarks.
3426,"After months of work to sell the Apton Building, the realtor finally succeeded last week."
3427,We will review all four custodial-service bids and choose one that suits our needs.
3428,The client asked for revisions to the images in the advertising text.
3429,Please be advised that we have had to cancel your order because of a difficulty with our shipping agent.
3430,Tin Creek Corporation claims that its paper towels are the most absorbent on the market.
3431,KCLN Associates will enter into a business agreement with the contractor as soon as some of the terms are renegotiated.
3432,"Although registering for online banking is not required, we strongly recommend it to all of our customers."
3433,Viewers can easily relate to the main character in the popular television series Autumn Mystery.
3434,Fairlawn Medical Clinic offers a full range of services as part of its community wellness programs.
3435,The rear entrance to RC Bank will be closed for repairs and not accessible next Monday.
3436,"Mr. Carson wants to see Carson audio products everywhere , even in remote regions of the world."
3437,We can buy office equipment such as desks and printers from any of our company's approved vendors.
3438,"When taking a book order, agents must record the customer's name and the listed price of each item."
3439,The building will be furnished once the supervisors do their inspection.
3440,"In a strong display of confidence, the firm's board of directors unanimously approved the merger."
3441,"When recently polled , residents of Mill Creek Park said that street disrepair is the issue that concerns them most."
3442,Ms. Rivera agreed to work on the holiday so that Mr. Grant could attend the conference.
3443,The clerk collects packages from each department twice a day and takes them to the mail room downstairs .
3444,Please inform Ms. Erwin of any complaints beyond those already discussed in today's meeting.
3445,The Tonsin Writers League is a reputable organization with highly accomplished members.
3446,"As Mr. Nakata's assistant, Ms. Bain is in charge of briefing him on the latest financial news."
3447,The event planner determined that Tuesday's forum will require additional chairs.
3448,Ms. Hu will check the storage closet before she orders more office supplies.
3449,All sales staff are asked to acknowledge their participation in Monday's workshop.
3450,The commercial for Zhou's Caf was easily Sunn Agency's best advertisement of the year.
3451,Use coupon code SAVE20 to purchase any perfume or cologne for 20 percent off.
3452,Talk-Talk Cell Phone Company will soon be merging with its main competitor .
3453,Ms. Ellis designed one of the most creative marketing campaigns the department had seen.
3454,Last month we received numerous positive comments from customers on our blog.
3455,"Beginning on August 1, patients will be asked to complete a short survey after each visit."
3456,Viewing the beautiful landscape outside her door continually inspires Elia Colao to paint.
3457,"Although the parts are made in China, the assembly of Jamy bicycles is done in Canada."
3458,Many businesses promote carpooling to prevent traffic congestion.
3459,"Until the repairs are complete, only essential personnel are allowed in the building."
3460,We apologize for having used the wrong colors on the Slarott Architecture brochures and will deliver replacements on Friday.
3461,Employees must store all tools properly at the end of the shift.
3462,An application to renovate the old factory was submitted to the city council.
3463,Customers who wish to return a defective item may do so within twenty days of the date of purchase.
3464,The Golubovich House will be open for a special living-history program on Sunday.
3465,Mr. Wijaya is reviewing the resumes to select the candidate best qualified for the position.
3466,Laura Gless promotes faculty-led study programs in destinations such as France and Italy.
3467,Mr. Stafford e-mailed the clients to ask whether there is a train station near their office.
3468,"Last year, the city issued nearly  building permits to small-business owners."
3469,"Local merchants are hopeful that if this new business succeeds, theirs will also benefit."
3470,"Following the retirement of Mr. Whalen, the company treated a search for a new CEO."
3471,Ms. Travaglini filed the paperwork with the facilities department through a week ago.
3472,"After the lease is expiring , customers have the option of purchasing the car or returning it to their local dealer."
3473,The Jones News Hour is broadcast mutually on radio and television.
3474,Ms. Choi would have been at the keynote address if her train had arrived on time.
3475,Your account will be credited after we receive the returned merchandise.
3476,Late entries for the cake decoration contest will not be accepted .
3477,The newspaper has seen an increase in the number of subscribers who read the online version.
3478,Every attorney at the firm of Duncan and Hulce has practiced law for more than ten years.
3479,Prethart Tool Company has created a more powerful drill than its previous models.
3480,"To find out if an item on this Web site is in stock, simply highlight the item and click the Check on it button."
3481,Mr. Jones will assist Ms. Cheng's clients while she is on a business trip to Hong Kong.
3482,The Jossty Company offers insurance policies to renters at the lowest rates available .
3483,"As soon as the Editorial Department receives the author's final approval, the manuscript should be sent to the printer."
3484,Sidewalks in the town of Newburgh are generally one meter wide.
3485,The housing authority has formed a committee to look for new construction locations.
3486,A recent study has found that those who regularly read food labels tend to be healthier.
3487,"If you are not satisfied with your Electoshine toothbrush, you may return it for a full refund."
3488,DG Feed Supply has shown strong growth heading into the end of the fiscal year.
3489,Book fair volunteers may be asked to work longer shifts if the need arises .
3490,"On Tuesday, Mr. Molina will visit the Seoul office for the first time since becoming vice-president of operations."
3491,Attendees said the fireworks were the most impressive part of the festival.
3492,The interview panel felt that Dinah Ong's education fit the job description of junior accountant perfectly .
3493,The new software makes it possible to track purchases reliably at multiple points-of-sale.
3494,"Over the next few months, Camion Vehicles will add more features to its sedans."
3495,Altona Printing is expecting a considerable upturn in holiday card orders in the next few weeks.
3496,"By creating innovative packaging designs , EK2 Beverages hopes consumers will reuse their water bottles."
3497,"Throughout her tenure at LPID Systems, Ms. Patterson has excelled at defining complex concepts in simple terms."
3498,Winslet Food Service has promised to expand the cafeteria's menu offerings.
3499,"Depending on the results of the customer survey, we may consider extending the store's evening hours until 9 P.M."
3500,Yerrow Cameras' lenses have a long telephoto reach yet an exceptionally lightweight casing.
3501,"After postponing her studies for many years, Ms. Ruiz eventually earned a degree in law."
3502,A favorable report on the profitability of Seesom Eyewear convinced the partners to invest in the company.
3503,"In Monday's meeting, Mr. Ito emphasized the need to hire enough workers for the peak season."
3504,Pugh Tower won the Best New Building Award for its creative incorporation of sustainable materials.
3505,The custodial staff requests that we clean our dishes before leaving the kitchen.
3506,"If customers lose their original warranty certificate , they can download a new one from the Web site."
3507,"Our Portview branch is located in the central business district, between Burnside Avenue and Everett street."
3508,None of the employees knew that Mr. Annan planned to retire at the end of the year.
3509,Apply to Joneston Stores today so as not to miss your chance to join a great sales team.
3510,Employees are eligible to receive a higher salary if they complete a special marketing course.
3511,"Keeping the Deal, Jan Butler's latest volume on management style, is her most commercially successful book to date."
3512,Present this postcard to a sales associate at any of our stores and receive a 5.00 gift card.
3513,Lakeside Shopping Center has undergone multiple renovations in the last decade.
3514,There is a mandatory meeting today for everyone involved in managing or recruiting volunteers .
3515,The Smeeville bus system will accept only Rove Fare cards from May 1 onward.
3516,"Relocating for work is understandably a difficult decision, but it can be rewarding."
3517,Last week Parmax Corporation settled a disagreement with its main competitor concerning.patent infringement. .
3518,Khoury Dairy's upgraded milk-bottling system has consistently increased productivity in the Tallahassee plant.
3519,The Rinka  blender has not received a single complaint in the New Products Web forum.
3520,"After raising $45 million last year, Yamamoto Technologies is now among Seattle's best-funded companies."
3521,Deangelo's Delights was so popular that the owner opened two additional bakeries.
3522,Chef Octavia Farina took over Fratelli's Restaurant after the previous chef left to open a new restaurant.
3523,The director of Wingstom Foods commended Ms. Weiss for increasing production in the bakery division.
3524,"Greg Owens, founder of multi-national Hermes Taxi Service, used to drive a taxi himself ."
3525,"Starlight Theaters is proud to announce record earnings for the third quarter, far exceeding expectations ."
3526,"Employees can attend one of the many workshops offered, whichever seems most interesting."
